row_index,actual,linear_pred,linear_prob_blue,tree_pred,tree_prob_blue,linear_correct,tree_correct,linear_margin,tree_margin,prob_gap_tree_minus_linear,abs_prob_gap,case_bucket
73098,0,1,0.5033772387030114,0,0.4125032805307596,False,True,0.0033772387030114315,0.08749671946924042,-0.09087395817225186,0.09087395817225186,linear_wrong_tree_correct
67092,0,1,0.6505786505611697,0,0.44141837845718895,False,True,0.1505786505611697,0.058581621542811046,-0.20916027210398075,0.20916027210398075,linear_wrong_tree_correct
20067,1,0,0.3651157231228348,1,0.5355937414819454,False,True,0.1348842768771652,0.035593741481945385,0.17047801835911058,0.17047801835911058,linear_wrong_tree_correct
21762,0,1,0.5561893510166004,0,0.27514879862668323,False,True,0.056189351016600386,0.22485120137331677,-0.28104055238991715,0.28104055238991715,linear_wrong_tree_correct
77613,0,1,0.6002753532761896,0,0.36713504481001236,False,True,0.10027535327618964,0.13286495518998764,-0.23314030846617728,0.23314030846617728,linear_wrong_tree_correct
36708,1,0,0.4901008639562218,1,0.5365826084564529,False,True,0.009899136043778178,0.03658260845645289,0.04648174450023107,0.04648174450023107,linear_wrong_tree_correct
10157,0,1,0.6181422820603665,0,0.408068260154944,False,True,0.11814228206036648,0.09193173984505598,-0.21007402190542246,0.21007402190542246,linear_wrong_tree_correct
40238,0,1,0.6558163442707345,0,0.38452325067529874,False,True,0.15581634427073454,0.11547674932470126,-0.2712930935954358,0.2712930935954358,linear_wrong_tree_correct
39505,0,1,0.5812015795593861,0,0.43576570382452023,False,True,0.08120157955938612,0.06423429617547977,-0.14543587573486588,0.14543587573486588,linear_wrong_tree_correct
15793,1,0,0.4734213981119304,1,0.5561974815972257,False,True,0.026578601888069597,0.05619748159722571,0.0827760834852953,0.0827760834852953,linear_wrong_tree_correct
76255,1,0,0.49204564451864913,1,0.5511790976624868,False,True,0.007954355481350872,0.05117909766248685,0.05913345314383772,0.05913345314383772,linear_wrong_tree_correct
63802,0,1,0.6115963336436531,0,0.4347526682993211,False,True,0.11159633364365307,0.06524733170067892,-0.176843665344332,0.176843665344332,linear_wrong_tree_correct
20071,0,1,0.6268278078027366,0,0.4101680367191016,False,True,0.12682780780273661,0.08983196328089837,-0.216659771083635,0.216659771083635,linear_wrong_tree_correct
74005,0,1,0.5305589257494748,0,0.4492178227135105,False,True,0.03055892574947483,0.05078217728648948,-0.08134110303596431,0.08134110303596431,linear_wrong_tree_correct
38430,1,0,0.28870721941841715,1,0.5227289416394342,False,True,0.21129278058158285,0.022728941639434175,0.23402172222101703,0.23402172222101703,linear_wrong_tree_correct
62345,1,0,0.46618711377069333,1,0.5858295344529566,False,True,0.03381288622930667,0.0858295344529566,0.11964242068226327,0.11964242068226327,linear_wrong_tree_correct
32336,0,1,0.6191951179449875,0,0.36249245087264964,False,True,0.1191951179449875,0.13750754912735036,-0.25670266707233785,0.25670266707233785,linear_wrong_tree_correct
77269,0,1,0.6014766928804384,0,0.48199057519631383,False,True,0.10147669288043837,0.01800942480368617,-0.11948611768412454,0.11948611768412454,linear_wrong_tree_correct
42642,0,1,0.5046001007334325,0,0.44456654048781774,False,True,0.004600100733432533,0.05543345951218226,-0.06003356024561479,0.06003356024561479,linear_wrong_tree_correct
87659,0,1,0.6122262024037356,0,0.4633207913852765,False,True,0.1122262024037356,0.03667920861472351,-0.1489054110184591,0.1489054110184591,linear_wrong_tree_correct
22789,0,1,0.5072004040059522,0,0.4211829574498485,False,True,0.007200404005952232,0.07881704255015148,-0.08601744655610372,0.08601744655610372,linear_wrong_tree_correct
80781,1,0,0.4475837009850426,1,0.704851311160838,False,True,0.052416299014957424,0.204851311160838,0.2572676101757954,0.2572676101757954,linear_wrong_tree_correct
35685,1,0,0.2710240134137311,1,0.5237508087376122,False,True,0.2289759865862689,0.02375080873761215,0.25272679532388104,0.25272679532388104,linear_wrong_tree_correct
20373,0,1,0.6762105711560178,0,0.4554890981130356,False,True,0.1762105711560178,0.04451090188696438,-0.22072147304298217,0.22072147304298217,linear_wrong_tree_correct
43716,1,0,0.4768165424400264,1,0.6480988804902655,False,True,0.023183457559973586,0.14809888049026554,0.17128233805023912,0.17128233805023912,linear_wrong_tree_correct
58658,1,0,0.479152917563768,1,0.5836657400265538,False,True,0.020847082436232012,0.0836657400265538,0.10451282246278581,0.10451282246278581,linear_wrong_tree_correct
54232,0,1,0.8060481433159298,0,0.43011904653645294,False,True,0.3060481433159298,0.06988095346354706,-0.37592909677947683,0.37592909677947683,linear_wrong_tree_correct
74776,0,1,0.5098661648475085,0,0.4426996202775723,False,True,0.009866164847508463,0.057300379722427686,-0.06716654456993615,0.06716654456993615,linear_wrong_tree_correct
18161,0,1,0.5250512027930833,0,0.47763347881921786,False,True,0.02505120279308326,0.02236652118078214,-0.0474177239738654,0.0474177239738654,linear_wrong_tree_correct
70817,1,0,0.49253862939805504,1,0.5602778770796786,False,True,0.007461370601944961,0.06027787707967858,0.06773924768162354,0.06773924768162354,linear_wrong_tree_correct
4712,1,0,0.47079253319697545,1,0.529778886134072,False,True,0.02920746680302455,0.02977888613407198,0.05898635293709653,0.05898635293709653,linear_wrong_tree_correct
8785,0,1,0.5376912051087764,0,0.385955205671687,False,True,0.03769120510877644,0.11404479432831299,-0.15173599943708943,0.15173599943708943,linear_wrong_tree_correct
58847,1,0,0.39697397182743616,1,0.505906272364785,False,True,0.10302602817256384,0.005906272364785026,0.10893230053734887,0.10893230053734887,linear_wrong_tree_correct
52260,1,0,0.4228779188779928,1,0.5316057676896865,False,True,0.07712208112200719,0.03160576768968648,0.10872784881169367,0.10872784881169367,linear_wrong_tree_correct
25921,0,1,0.5096749722474023,0,0.3143962594727212,False,True,0.009674972247402325,0.1856037405272788,-0.19527871277468112,0.19527871277468112,linear_wrong_tree_correct
28739,1,0,0.38965589765483977,1,0.5855631465953645,False,True,0.11034410234516023,0.08556314659536446,0.1959072489405247,0.1959072489405247,linear_wrong_tree_correct
52025,1,0,0.43379405486652833,1,0.6947146072998999,False,True,0.06620594513347167,0.19471460729989987,0.26092055243337153,0.26092055243337153,linear_wrong_tree_correct
8943,1,0,0.4410939515286659,1,0.5379801466936629,False,True,0.05890604847133413,0.0379801466936629,0.09688619516499702,0.09688619516499702,linear_wrong_tree_correct
86472,1,0,0.3537342976343727,1,0.5457859878859063,False,True,0.1462657023656273,0.045785987885906265,0.19205169025153357,0.19205169025153357,linear_wrong_tree_correct
29832,0,1,0.6778325172232094,0,0.4876412213091415,False,True,0.17783251722320936,0.012358778690858496,-0.19019129591406786,0.19019129591406786,linear_wrong_tree_correct
44680,1,0,0.320466658065706,1,0.5173547338034182,False,True,0.179533341934294,0.017354733803418232,0.19688807573771222,0.19688807573771222,linear_wrong_tree_correct
31290,0,1,0.5982281126343731,0,0.4824425883978473,False,True,0.09822811263437314,0.017557411602152684,-0.11578552423652583,0.11578552423652583,linear_wrong_tree_correct
90547,1,0,0.34326285386140787,1,0.5232592399897199,False,True,0.15673714613859213,0.023259239989719904,0.17999638612831204,0.17999638612831204,linear_wrong_tree_correct
46158,0,1,0.5210917050330531,0,0.42962030873985224,False,True,0.021091705033053132,0.07037969126014776,-0.09147139629320089,0.09147139629320089,linear_wrong_tree_correct
5601,1,0,0.3819549662006868,1,0.6030861355169268,False,True,0.11804503379931319,0.1030861355169268,0.22113116931624,0.22113116931624,linear_wrong_tree_correct
12737,1,0,0.4691123389808638,1,0.6053253861758918,False,True,0.030887661019136203,0.10532538617589182,0.13621304719502803,0.13621304719502803,linear_wrong_tree_correct
84471,1,0,0.49911248587440166,1,0.5033520078941378,False,True,0.0008875141255983432,0.0033520078941378095,0.004239522019736153,0.004239522019736153,linear_wrong_tree_correct
87588,0,1,0.6987668977798783,0,0.48132801161634803,False,True,0.19876689777987833,0.018671988383651972,-0.2174388861635303,0.2174388861635303,linear_wrong_tree_correct
38604,0,1,0.5230406174176774,0,0.44527785399853165,False,True,0.023040617417677378,0.05472214600146835,-0.07776276341914573,0.07776276341914573,linear_wrong_tree_correct
57,0,1,0.5410254538833662,0,0.49178324031404097,False,True,0.0410254538833662,0.00821675968595903,-0.04924221356932523,0.04924221356932523,linear_wrong_tree_correct
12779,0,1,0.6393945703385436,0,0.4081936711017585,False,True,0.13939457033854363,0.09180632889824147,-0.2312008992367851,0.2312008992367851,linear_wrong_tree_correct
79924,0,1,0.5532799482255788,0,0.3939681901623092,False,True,0.0532799482255788,0.10603180983769078,-0.15931175806326958,0.15931175806326958,linear_wrong_tree_correct
18207,1,0,0.3661119786733947,1,0.5326898490990436,False,True,0.13388802132660532,0.0326898490990436,0.16657787042564892,0.16657787042564892,linear_wrong_tree_correct
13867,1,0,0.2772594923986496,1,0.8248297694658719,False,True,0.2227405076013504,0.32482976946587194,0.5475702770672224,0.5475702770672224,linear_wrong_tree_correct
2113,0,1,0.7995872056365162,0,0.4171831469240848,False,True,0.2995872056365162,0.08281685307591519,-0.3824040587124314,0.3824040587124314,linear_wrong_tree_correct
77838,1,0,0.4860092994300345,1,0.5187645877605618,False,True,0.013990700569965486,0.01876458776056178,0.032755288330527266,0.032755288330527266,linear_wrong_tree_correct
68995,1,0,0.44019031892199834,1,0.7958668323670818,False,True,0.059809681078001664,0.2958668323670818,0.35567651344508344,0.35567651344508344,linear_wrong_tree_correct
54664,0,1,0.6525417884432083,0,0.37101045204961913,False,True,0.15254178844320831,0.12898954795038087,-0.2815313363935892,0.2815313363935892,linear_wrong_tree_correct
84290,1,0,0.4381336797575349,1,0.613694958494425,False,True,0.06186632024246508,0.11369495849442501,0.1755612787368901,0.1755612787368901,linear_wrong_tree_correct
69789,0,1,0.5197038813237039,0,0.4668081350653564,False,True,0.01970388132370393,0.0331918649346436,-0.05289574625834753,0.05289574625834753,linear_wrong_tree_correct
64018,1,0,0.47120908918799526,1,0.5573724715413407,False,True,0.028790910812004744,0.05737247154134073,0.08616338235334547,0.08616338235334547,linear_wrong_tree_correct
89127,0,1,0.5897969772699954,0,0.3824501965411792,False,True,0.08979697726999536,0.11754980345882082,-0.20734678072881618,0.20734678072881618,linear_wrong_tree_correct
81113,0,1,0.5639160464315972,0,0.42517791920208187,False,True,0.0639160464315972,0.07482208079791813,-0.13873812722951534,0.13873812722951534,linear_wrong_tree_correct
37704,0,1,0.5396874461500593,0,0.39431645134443927,False,True,0.03968744615005926,0.10568354865556073,-0.14537099480562,0.14537099480562,linear_wrong_tree_correct
11175,0,1,0.6156053033666291,0,0.35051963276369213,False,True,0.11560530336662911,0.14948036723630787,-0.265085670602937,0.265085670602937,linear_wrong_tree_correct
34821,1,0,0.43049139637348355,1,0.7133241818206868,False,True,0.06950860362651645,0.2133241818206868,0.28283278544720325,0.28283278544720325,linear_wrong_tree_correct
1842,0,1,0.6076805496734204,0,0.38945918208307384,False,True,0.10768054967342044,0.11054081791692616,-0.2182213675903466,0.2182213675903466,linear_wrong_tree_correct
49477,0,1,0.5160348932559478,0,0.4886108536249404,False,True,0.016034893255947757,0.011389146375059611,-0.02742403963100737,0.02742403963100737,linear_wrong_tree_correct
35163,0,1,0.591637520325033,0,0.3063539883886415,False,True,0.09163752032503303,0.19364601161135853,-0.28528353193639155,0.28528353193639155,linear_wrong_tree_correct
34213,0,1,0.516281786127719,0,0.379193959436404,False,True,0.016281786127719022,0.120806040563596,-0.13708782669131503,0.13708782669131503,linear_wrong_tree_correct
2412,1,0,0.30452322682782795,1,0.5175233252793802,False,True,0.19547677317217205,0.017523325279380164,0.2130000984515522,0.2130000984515522,linear_wrong_tree_correct
37903,0,1,0.6307053792777532,0,0.40516250857012687,False,True,0.13070537927775316,0.09483749142987313,-0.2255428707076263,0.2255428707076263,linear_wrong_tree_correct
20799,1,0,0.49469708311472144,1,0.5306504534570212,False,True,0.0053029168852785635,0.03065045345702122,0.035953370342299784,0.035953370342299784,linear_wrong_tree_correct
73979,1,0,0.3282182549881742,1,0.6164397692436586,False,True,0.1717817450118258,0.11643976924365862,0.2882215142554844,0.2882215142554844,linear_wrong_tree_correct
48898,0,1,0.5894933125743904,0,0.36734472054520406,False,True,0.08949331257439042,0.13265527945479594,-0.22214859202918635,0.22214859202918635,linear_wrong_tree_correct
80813,1,0,0.27624541226234917,1,0.559725649340609,False,True,0.22375458773765083,0.05972564934060898,0.2834802370782598,0.2834802370782598,linear_wrong_tree_correct
73688,0,1,0.7419127102990288,0,0.4924602189235309,False,True,0.24191271029902883,0.0075397810764690765,-0.2494524913754979,0.2494524913754979,linear_wrong_tree_correct
54056,1,0,0.37067546147594893,1,0.5420517539400851,False,True,0.12932453852405107,0.04205175394008509,0.17137629246413616,0.17137629246413616,linear_wrong_tree_correct
53733,1,0,0.2828420259871106,1,0.5506272479903217,False,True,0.2171579740128894,0.0506272479903217,0.2677852220032111,0.2677852220032111,linear_wrong_tree_correct
82817,0,1,0.5403136744306777,0,0.2767257383927055,False,True,0.04031367443067768,0.22327426160729452,-0.2635879360379722,0.2635879360379722,linear_wrong_tree_correct
63641,0,1,0.5889219423294757,0,0.48173650143490654,False,True,0.0889219423294757,0.01826349856509346,-0.10718544089456916,0.10718544089456916,linear_wrong_tree_correct
26345,1,0,0.384815079284736,1,0.5794664414250049,False,True,0.11518492071526398,0.07946644142500492,0.1946513621402689,0.1946513621402689,linear_wrong_tree_correct
49707,0,1,0.752165119307643,0,0.47858876831461694,False,True,0.25216511930764296,0.02141123168538306,-0.273576350993026,0.273576350993026,linear_wrong_tree_correct
54117,0,1,0.5389557947926841,0,0.454227500810338,False,True,0.03895579479268407,0.045772499189661975,-0.08472829398234605,0.08472829398234605,linear_wrong_tree_correct
37384,1,0,0.43290447070165583,1,0.7938576824142445,False,True,0.06709552929834417,0.2938576824142445,0.36095321171258865,0.36095321171258865,linear_wrong_tree_correct
36965,0,1,0.5007199576545771,0,0.46930959273903106,False,True,0.000719957654577108,0.030690407260968944,-0.03141036491554605,0.03141036491554605,linear_wrong_tree_correct
85290,1,0,0.4572107290047649,1,0.5265212470787551,False,True,0.04278927099523511,0.02652124707875514,0.06931051807399025,0.06931051807399025,linear_wrong_tree_correct
50593,0,1,0.6590642435922432,0,0.4213521519153535,False,True,0.15906424359224325,0.07864784808464648,-0.23771209167688973,0.23771209167688973,linear_wrong_tree_correct
30732,1,0,0.49732935948679957,1,0.6132707175808123,False,True,0.0026706405132004285,0.11327071758081231,0.11594135809401274,0.11594135809401274,linear_wrong_tree_correct
25442,1,0,0.4447241263518872,1,0.5083155282872028,False,True,0.05527587364811282,0.008315528287202834,0.06359140193531565,0.06359140193531565,linear_wrong_tree_correct
57353,0,1,0.5630551561127296,0,0.49385391481206503,False,True,0.0630551561127296,0.006146085187934969,-0.06920124130066457,0.06920124130066457,linear_wrong_tree_correct
61889,1,0,0.3910659091801601,1,0.5792470327257694,False,True,0.1089340908198399,0.07924703272576938,0.18818112354560929,0.18818112354560929,linear_wrong_tree_correct
60482,0,1,0.6805263821444311,0,0.48933500336036184,False,True,0.18052638214443106,0.010664996639638158,-0.19119137878406922,0.19119137878406922,linear_wrong_tree_correct
36390,1,0,0.44742965608596297,1,0.5691345122379725,False,True,0.05257034391403703,0.06913451223797251,0.12170485615200954,0.12170485615200954,linear_wrong_tree_correct
75903,0,1,0.6551869101304425,0,0.3448712756399323,False,True,0.1551869101304425,0.1551287243600677,-0.3103156344905102,0.3103156344905102,linear_wrong_tree_correct
38804,1,0,0.2029814939708052,1,0.6539418261973402,False,True,0.2970185060291948,0.1539418261973402,0.450960332226535,0.450960332226535,linear_wrong_tree_correct
56619,1,0,0.4267053480431585,1,0.5138618474561232,False,True,0.07329465195684148,0.013861847456123177,0.08715649941296466,0.08715649941296466,linear_wrong_tree_correct
16531,0,1,0.509005080336685,0,0.45933212890798714,False,True,0.009005080336685012,0.040667871092012864,-0.049672951428697876,0.049672951428697876,linear_wrong_tree_correct
44452,0,1,0.5845746177247302,0,0.4932521290999576,False,True,0.08457461772473018,0.006747870900042419,-0.0913224886247726,0.0913224886247726,linear_wrong_tree_correct
7698,0,1,0.6945864782757099,0,0.41920024907605463,False,True,0.19458647827570985,0.08079975092394537,-0.2753862291996552,0.2753862291996552,linear_wrong_tree_correct
10405,0,1,0.621967645300116,0,0.3861716483759322,False,True,0.12196764530011595,0.11382835162406779,-0.23579599692418374,0.23579599692418374,linear_wrong_tree_correct
56674,0,1,0.5573253854562074,0,0.48719931083596724,False,True,0.057325385456207356,0.012800689164032764,-0.07012607462024012,0.07012607462024012,linear_wrong_tree_correct
55411,0,1,0.6686560952487561,0,0.48195311750583913,False,True,0.16865609524875613,0.018046882494160865,-0.186702977742917,0.186702977742917,linear_wrong_tree_correct
15571,0,1,0.515854735103329,0,0.30402616960804624,False,True,0.01585473510332902,0.19597383039195376,-0.21182856549528278,0.21182856549528278,linear_wrong_tree_correct
11006,1,0,0.3513501780172171,1,0.5585547432945178,False,True,0.14864982198278293,0.05855474329451782,0.20720456527730075,0.20720456527730075,linear_wrong_tree_correct
46723,1,0,0.3653048088822024,1,0.5126097731966154,False,True,0.1346951911177976,0.012609773196615381,0.14730496431441298,0.14730496431441298,linear_wrong_tree_correct
84691,1,0,0.477968379201921,1,0.5759109771840283,False,True,0.02203162079807902,0.07591097718402828,0.0979425979821073,0.0979425979821073,linear_wrong_tree_correct
89206,1,0,0.35672784954266357,1,0.5001000092193697,False,True,0.14327215045733643,0.00010000921936970109,0.14337215967670613,0.14337215967670613,linear_wrong_tree_correct
9108,0,1,0.5929107001969421,0,0.3864615964429855,False,True,0.09291070019694214,0.1135384035570145,-0.20644910375395664,0.20644910375395664,linear_wrong_tree_correct
51076,0,1,0.5725690136920256,0,0.3976669711265107,False,True,0.07256901369202562,0.10233302887348927,-0.1749020425655149,0.1749020425655149,linear_wrong_tree_correct
62378,1,0,0.3958311600016668,1,0.5840613469556375,False,True,0.10416883999833321,0.0840613469556375,0.1882301869539707,0.1882301869539707,linear_wrong_tree_correct
26451,0,1,0.653355636230415,0,0.3243494641402781,False,True,0.15335563623041504,0.1756505358597219,-0.32900617209013694,0.32900617209013694,linear_wrong_tree_correct
37991,0,1,0.6700093611874869,0,0.3306434332618787,False,True,0.17000936118748688,0.16935656673812127,-0.33936592792560816,0.33936592792560816,linear_wrong_tree_correct
2650,1,0,0.49391448324443427,1,0.6046908507394848,False,True,0.006085516755565734,0.10469085073948481,0.11077636749505054,0.11077636749505054,linear_wrong_tree_correct
29057,0,1,0.6642288469293826,0,0.48070642805519953,False,True,0.16422884692938255,0.01929357194480047,-0.18352241887418302,0.18352241887418302,linear_wrong_tree_correct
15320,1,0,0.41388192305601074,1,0.5733907243912162,False,True,0.08611807694398926,0.07339072439121619,0.15950880133520545,0.15950880133520545,linear_wrong_tree_correct
52485,1,0,0.21594815767133307,1,0.5462016767329435,False,True,0.2840518423286669,0.04620167673294351,0.33025351906161043,0.33025351906161043,linear_wrong_tree_correct
43477,0,1,0.5884898035005263,0,0.4527855932717976,False,True,0.08848980350052627,0.047214406728202374,-0.13570421022872864,0.13570421022872864,linear_wrong_tree_correct
20345,1,0,0.4800808345311182,1,0.5257976739707206,False,True,0.019919165468881783,0.025797673970720636,0.04571683943960242,0.04571683943960242,linear_wrong_tree_correct
71850,1,0,0.37402253627685117,1,0.6707792776582855,False,True,0.12597746372314883,0.1707792776582855,0.2967567413814343,0.2967567413814343,linear_wrong_tree_correct
39436,1,0,0.4002524334998791,1,0.5892477885305726,False,True,0.0997475665001209,0.08924778853057258,0.18899535503069348,0.18899535503069348,linear_wrong_tree_correct
59163,1,0,0.43717226953738575,1,0.5921220614277732,False,True,0.06282773046261425,0.09212206142777324,0.1549497918903875,0.1549497918903875,linear_wrong_tree_correct
55348,1,0,0.49644884898235847,1,0.554735651808935,False,True,0.0035511510176415295,0.054735651808935026,0.058286802826576556,0.058286802826576556,linear_wrong_tree_correct
22392,0,1,0.513923587648471,0,0.3396629287920882,False,True,0.013923587648471014,0.1603370712079118,-0.1742606588563828,0.1742606588563828,linear_wrong_tree_correct
82076,1,0,0.49902210981233225,1,0.5750774488856296,False,True,0.0009778901876677515,0.07507744888562962,0.07605533907329737,0.07605533907329737,linear_wrong_tree_correct
40632,0,1,0.6655559745974667,0,0.43428594743336213,False,True,0.16555597459746674,0.06571405256663787,-0.2312700271641046,0.2312700271641046,linear_wrong_tree_correct
25153,0,1,0.527289416923742,0,0.34817369655621366,False,True,0.027289416923741983,0.15182630344378634,-0.17911572036752832,0.17911572036752832,linear_wrong_tree_correct
10399,1,0,0.4585681680393849,1,0.5704559221582022,False,True,0.04143183196061512,0.07045592215820218,0.1118877541188173,0.1118877541188173,linear_wrong_tree_correct
84359,1,0,0.44116527567355013,1,0.553523826286834,False,True,0.05883472432644987,0.05352382628683405,0.11235855061328393,0.11235855061328393,linear_wrong_tree_correct
21689,0,1,0.5001295361997379,0,0.34591726708187714,False,True,0.00012953619973787855,0.15408273291812286,-0.15421226911786073,0.15421226911786073,linear_wrong_tree_correct
1000,1,0,0.43521962148144927,1,0.5303228885206523,False,True,0.06478037851855073,0.030322888520652347,0.09510326703920308,0.09510326703920308,linear_wrong_tree_correct
45749,1,0,0.45667597141097377,1,0.5051853071499844,False,True,0.04332402858902623,0.005185307149984442,0.04850933573901067,0.04850933573901067,linear_wrong_tree_correct
38416,1,0,0.48922465258643977,1,0.5309209368722785,False,True,0.010775347413560232,0.03092093687227848,0.041696284285838714,0.041696284285838714,linear_wrong_tree_correct
283,0,1,0.5868713994190101,0,0.4944043351254,False,True,0.08687139941901012,0.005595664874600004,-0.09246706429361012,0.09246706429361012,linear_wrong_tree_correct
55812,0,1,0.6641971441080137,0,0.49341520773231,False,True,0.16419714410801367,0.006584792267689987,-0.17078193637570366,0.17078193637570366,linear_wrong_tree_correct
89129,0,1,0.6119754323758607,0,0.4646624093689934,False,True,0.11197543237586072,0.03533759063100661,-0.14731302300686733,0.14731302300686733,linear_wrong_tree_correct
3265,1,0,0.38079000605258745,1,0.5301543672007804,False,True,0.11920999394741255,0.030154367200780352,0.1493643611481929,0.1493643611481929,linear_wrong_tree_correct
13787,0,1,0.6016155228144291,0,0.40500898548138375,False,True,0.1016155228144291,0.09499101451861625,-0.19660653733304534,0.19660653733304534,linear_wrong_tree_correct
